country,year,primary_energy_consumption,renewables_consumption,fossil_fuel_consumption
Slovakia,2015,182.99,18.83,125.02
Slovakia,2016,184.744,20.277,126.514
Slovakia,2017,194.595,19.982,136.099
Slovakia,2018,191.296,17.938,135.674
Slovakia,2019,184.849,20.225,125.968
Slovakia,2020,181.125,20.733,121.471
Slovakia,2021,195.223,20.654,135.072
Slovakia,2022,179.893,18.009,122.055
Slovakia,2023,186.633,21.948,118.983
Slovenia,1990,69.149,8.794,47.24
Slovenia,1991,69.272,10.669,44.552
Slovenia,1992,64.745,10.122,43.356
Slovenia,1993,66.603,8.974,46.403
Slovenia,1994,70.871,10.051,47.742
Slovenia,1995,74.35,9.616,51.174
Slovenia,1996,78.02,10.846,54.229
Slovenia,1997,79.771,9.14,56.389
Slovenia,1998,79.983,10.202,55.54
Slovenia,1999,79.097,11.155,54.617
Slovenia,2000,78.465,11.561,53.395
Slovenia,2001,82.23,11.382,56.028
Slovenia,2002,81.8,9.996,56.321
Slovenia,2003,80.237,8.965,56.781
Slovenia,2004,85.143,12.187,57.861
Slovenia,2005,85.309,10.261,58.88
Slovenia,2006,85.831,10.585,60.097
Slovenia,2007,85.379,9.729,60.198
Slovenia,2008,93.656,12.509,64.231
Slovenia,2009,86.411,14.146,56.886
Slovenia,2010,86.567,13.802,57.698
Slovenia,2011,84.039,11.228,56.359
Slovenia,2012,81.659,12.584,54.53
Slovenia,2013,80.779,14.73,52.188
Slovenia,2014,82.861,18.526,47.775
Slovenia,2015,74.716,12.195,47.925
Slovenia,2016,79.858,13.898,51.279
Slovenia,2017,80.721,12.285,52.384
Slovenia,2018,82.391,14.849,52.877
Slovenia,2019,80.002,14.539,50.738
Slovenia,2020,77.295,15.908,45.377
Slovenia,2021,76.582,15.618,46.636
Slovenia,2022,70.602,11.689,44.889
Slovenia,2023,72.429,17.781,40.682
South Africa,1965,354.229,0.109,354.119
South Africa,1966,356.429,0.106,356.323
South Africa,1967,371.155,0.077,371.078
South Africa,1968,391.708,0.071,391.637
South Africa,1969,403.315,0.062,403.253
South Africa,1970,421.478,0.074,421.404
South Africa,1971,454.026,0.331,453.695
South Africa,1972,469.029,2.466,466.563
South Africa,1973,504.605,2.913,501.692
South Africa,1974,519.095,3.347,515.747
South Africa,1975,553.408,3.312,550.096
South Africa,1976,577.602,5.547,572.055
South Africa,1977,591.76,5.748,586.012
South Africa,1978,586.007,5.639,580.368
South Africa,1979,605.098,3.383,601.715
South Africa,1980,645.864,2.933,642.931
South Africa,1981,751.926,4.888,747.038
South Africa,1982,808.715,3.004,805.711
South Africa,1983,819.453,1.759,817.694
South Africa,1984,895.522,1.656,882.728
South Africa,1985,914.556,1.845,897.63
South Africa,1986,931.701,4.799,901.923
South Africa,1987,946.451,4.781,924.17
South Africa,1988,1042.3,9.35,1003.176
South Africa,1989,995.722,8.158,956.07
South Africa,1990,1029.669,2.987,1002.708
South Africa,1991,1022.248,5.855,990.447
South Africa,1992,1027.038,2.224,998.46
South Africa,1993,1025.258,0.432,1004.24
South Africa,1994,1069.309,3.176,1038.618
South Africa,1995,1117.516,1.564,1083.885
South Africa,1996,1139.763,4.092,1102.259
South Africa,1997,1165.543,6.652,1123.005
South Africa,1998,1145.026,5.454,1100.979
South Africa,1999,1183.745,2.776,1144.544
South Africa,2000,1185.383,4.807,1143.66
South Africa,2001,1191.536,6.438,1154.88
South Africa,2002,1161.125,8.079,1119.46
South Africa,2003,1257.957,4.302,1218.415
South Africa,2004,1372.774,4.674,1331.142
South Africa,2005,1299.322,5.255,1263.038
South Africa,2006,1326.061,9.699,1288.987
South Africa,2007,1362.195,10.354,1321.134
South Africa,2008,1459.696,5.696,1418.935
South Africa,2009,1453.214,5.94,1412.956
South Africa,2010,1463.988,4.767,1423.193
South Africa,2011,1446.214,10.558,1401.501
South Africa,2012,1423.831,5.034,1384.678
South Africa,2013,1430.122,5.841,1387.39
South Africa,2014,1446.701,12.273,1398.569
South Africa,2015,1417.702,19.212,1366.867
South Africa,2016,1482.439,23.262,1420.577
South Africa,2017,1476.937,33.772,1406.92
South Africa,2018,1421.174,34.168,1357.606
South Africa,2019,1485.7,34.425,1417.754
South Africa,2020,1392.896,37.697,1330.242
South Africa,2021,1406.093,47.895,1327.175
South Africa,2022,1353.265,51.536,1276.461
South Africa,2023,1348.083,53.087,1272.804
South America,1965,1068.788,117.042,951.746
South America,1966,1139.522,130.389,1009.133
South America,1967,1181.496,137.951,1043.545
South America,1968,1261.538,146.521,1115.017
South America,1969,1320.568,158.008,1162.56
South America,1970,1394.07,191.364,1202.706
South America,1971,1484.877,213.273,1271.603
South America,1972,1590.93,242.385,1348.545
South America,1973,1749.893,271.966,1477.927
South America,1974,1884.118,312.116,1569.063
South America,1975,1919.734,340.344,1572.248
South America,1976,2059.105,378.413,1673.394
South America,1977,2190.752,424.227,1761.88
South America,1978,2318.572,470.426,1839.929
South America,1979,2503.576,536.816,1959.122
South America,1980,2605.953,603.257,1996.057
South America,1981,2596.231,607.72,1980.521
South America,1982,2671.791,665.182,2001.303
South America,1983,2700.283,726.613,1964.008
South America,1984,2806.303,804.048,1984.424
South America,1985,2930.802,876.63,2028.217
South America,1986,3121.96,953.895,2151.451
South America,1987,3243.154,1015.043,2207.006
South America,1988,3347.954,1053.296,2276.481
South America,1989,3411.36,1084.456,2307.414
South America,1990,3438.243,1120.21,2291.025
South America,1991,3546.201,1194.809,2325.292
South America,1992,3685.364,1221.308,2438.973
South America,1993,3835.084,1312.801,2499.038
South America,1994,4075.984,1395.953,2656.508
South America,1995,4285.389,1447.785,2810.406
South America,1996,4463.815,1502.549,2933.214
South America,1997,4709.889,1581.941,3096.366
South America,1998,4831.735,1613.27,3188.053
South America,1999,4827.181,1613.315,3182.418
South America,2000,4975.215,1685.662,3254.87
South America,2001,4931.771,1580.785,3290.832
South America,2002,4973.313,1654.105,3264.151
South America,2003,5000.602,1712.39,3229.981
South America,2004,5293.888,1764.144,3475.877
South America,2005,5461.91,1858.412,3557.534
South America,2006,5732.794,1927.945,3746.214
South America,2007,6029.03,2022.766,3953.072
South America,2008,6236.45,2073.628,4105.218
South America,2009,6185.365,2140.406,3988.307
South America,2010,6509.428,2180.561,4270.982
South America,2011,6787.245,2281.773,4447.077
South America,2012,7031.761,2250.727,4721.99
South America,2013,7181.41,2232.569,4892.202
South America,2014,7276.008,2227.398,4994.298
South America,2015,7196.016,2252.188,4887.562
South America,2016,7153.821,2310.198,4781.586
South America,2017,7197.321,2394.328,4747.252
South America,2018,7116.15,2504.836,4554.073
South America,2019,7050.242,2555.861,4432.229
South America,2020,6539.684,2532.2,3946.84
South America,2021,7058.557,2513.574,4482.524
South America,2022,7432.943,2779.362,4598.471
South America,2023,7656.339,2936.561,4661.267
South Korea,1986,700.47,9.196,610.94
South Korea,1987,776.487,11.726,653.207
South Korea,1988,866.703,5.876,747.041
South Korea,1989,942.222,8.764,799.058
South Korea,1990,1066.037,13.853,902.117
South Korea,1991,1205.615,10.311,1035.521
South Korea,1992,1359.716,9.165,1190.146
South Korea,1993,1491.08,12.51,1313.603
South Korea,1994,1607.975,6.946,1434.606
South Korea,1995,1756.939,8.965,1557.78
South Korea,1996,1940.434,8.464,1722.209
South Korea,1997,2131.123,8.582,1903.809
South Korea,1998,1946.37,12.857,1679.019
South Korea,1999,2122.024,12.607,1816.971
South Korea,2000,2244.493,12.173,1923.133
South Korea,2001,2298.658,7.181,1975.364
South Korea,2002,2404.675,10.071,2061.008
South Korea,2003,2482.262,14.864,2106.529
South Korea,2004,2540.134,13.587,2165.091
South Korea,2005,2625.468,11.917,2210.244
South Korea,2006,2669.078,12.025,2250.904
South Korea,2007,2749.141,13.871,2347.427
South Korea,2008,2794.909,14.802,2373.047
South Korea,2009,2810.56,16.029,2398.523
South Korea,2010,3035.251,20.117,2619.359
South Korea,2011,3176.248,24.772,2741.894
South Korea,2012,3216.293,27.545,2793.215
South Korea,2013,3225.866,35.704,2827.201
South Korea,2014,3252.673,43.248,2802.824
South Korea,2015,3309.518,49.841,2833.904
South Korea,2016,3407.431,57.835,2933.451
South Korea,2017,3445.807,69.503,2997.258
South Korea,2018,3503.051,87.97,3076.133
South Korea,2019,3462.676,102.581,2991.021
South Korea,2020,3346.965,122.066,2821.208
South Korea,2021,3506.508,142.691,2967.049
South Korea,2022,3542.344,163.042,2938.851
South Korea,2023,3453.895,165.021,2838.955
South and Central America (EI),1965,1365.62,131.161,1234.458
South and Central America (EI),1966,1447.972,145.235,1302.703
South and Central America (EI),1967,1503.728,153.273,1350.348
South and Central America (EI),1968,1591.915,162.568,1429.296
South and Central America (EI),1969,1660.75,174.879,1485.726
South and Central America (EI),1970,1776.93,209.421,1567.38
South and Central America (EI),1971,1880.5,236.496,1643.885
South and Central America (EI),1972,2026.909,266.184,1760.517
South and Central America (EI),1973,2224.614,296.547,1927.936
South and Central America (EI),1974,2358.924,337.954,2017.956
South and Central America (EI),1975,2380.81,365.564,2008.032
South and Central America (EI),1976,2537.681,407.005,2123.326
South and Central America (EI),1977,2693.108,453.11,2235.353
South and Central America (EI),1978,2835.662,503.761,2323.683
South and Central America (EI),1979,3029.103,573.47,2447.994
South and Central America (EI),1980,3131.78,642.34,2482.8
South and Central America (EI),1981,3133.298,649.595,2475.713
South and Central America (EI),1982,3171.658,705.989,2460.363
South and Central America (EI),1983,3191.775,770.184,2411.929
South and Central America (EI),1984,3319.142,850.783,2450.528
South and Central America (EI),1985,3425.434,925.881,2473.598
South and Central America (EI),1986,3631.6,1008.847,2606.139
South and Central America (EI),1987,3769.483,1072.034,2676.344
South and Central America (EI),1988,3883.306,1113.612,2751.517
South and Central America (EI),1989,3966.267,1144.654,2802.122
South and Central America (EI),1990,3999.195,1183.032,2789.154
South and Central America (EI),1991,4105.387,1256.497,2822.79
South and Central America (EI),1992,4240.935,1279.928,2935.923
South and Central America (EI),1993,4406.749,1372.104,3011.4
South and Central America (EI),1994,4676.079,1451.9,3200.656
South and Central America (EI),1995,4905.255,1504.046,3374.011
South and Central America (EI),1996,5111.449,1565.426,3517.972
South and Central America (EI),1997,5389.11,1643.469,3714.06
South and Central America (EI),1998,5546.382,1675.611,3840.358
South and Central America (EI),1999,5548.572,1686.645,3830.479
South and Central America (EI),2000,5782.88,1759.29,3988.906
South and Central America (EI),2001,5785.06,1648.771,4076.134
South and Central America (EI),2002,5847.843,1725.283,4067.502
South and Central America (EI),2003,5912.422,1786.381,4067.811
South and Central America (EI),2004,6230.136,1841.52,4334.75
South and Central America (EI),2005,6422.478,1938.889,4437.625
South and Central America (EI),2006,6747.379,2008.533,4680.209
South and Central America (EI),2007,7036.822,2100.894,4882.736
South and Central America (EI),2008,7214.322,2157.083,4999.635
South and Central America (EI),2009,7128.001,2222.294,4849.055
South and Central America (EI),2010,7484.592,2270.629,5156.078
South and Central America (EI),2011,7765.308,2372.445,5334.467
South and Central America (EI),2012,8003.827,2349.91,5594.873
South and Central America (EI),2013,8144.399,2333.893,5753.868
South and Central America (EI),2014,8253.163,2329.024,5869.826
South and Central America (EI),2015,8215.175,2360.707,5798.203
South and Central America (EI),2016,8176.701,2424.849,5689.816
South and Central America (EI),2017,8235.834,2522.76,5657.333
South and Central America (EI),2018,8158.586,2637.755,5463.591
South and Central America (EI),2019,8108.298,2679.713,5366.434
South and Central America (EI),2020,7478.059,2669.441,4747.974
South and Central America (EI),2021,8051.481,2663.26,5325.763
South and Central America (EI),2022,8436.834,2931.252,5450.472
South and Central America (EI),2023,8687.658,3074.578,5554.569
Spain,1969,490.208,90.493,397.363
Spain,1970,528.761,82.272,443.87
Spain,1971,582.201,94.246,480.796
Spain,1972,629.562,105.076,511.005
Spain,1973,689.238,85.671,584.995
Spain,1974,717.367,90.552,606.32
Spain,1975,736.829,77.435,637.988
Spain,1976,787.319,62.493,703.389
Spain,1977,816.26,118.166,679.582
Spain,1978,819.629,120.031,677.895
Spain,1979,882.752,137.997,725.744
Spain,1980,887.016,88.535,783.766
Spain,1981,894.217,66.236,800.832
Spain,1982,893.8,79.415,789.497
Spain,1983,914.974,81.765,802.957
Spain,1984,929.585,94.854,769.224
Spain,1985,922.283,94.466,748.242
Spain,1986,941.692,80.06,755.345
Spain,1987,976.362,82.768,776.486
Spain,1988,1019.785,106.37,770.217
Spain,1989,1068.388,59.114,850.015
Spain,1990,1068.754,76.938,837.83
Spain,1991,1106.518,82.468,866.347
Spain,1992,1159.128,58.11,942.736
Spain,1993,1121.501,74.3,888.13
Spain,1994,1174.692,85.915,931.825
Spain,1995,1219.41,72.412,989.643
Spain,1996,1266.568,122.263,984.468
Spain,1997,1317.594,109.741,1050.944
Spain,1998,1377.544,109.482,1100.668
Spain,1999,1441.673,81.273,1193.407
Spain,2000,1525.348,106.235,1242.603
Spain,2001,1587.078,145.662,1261.817
Spain,2002,1614.626,102.51,1335.614
Spain,2003,1694.781,164.364,1358.223
Spain,2004,1744.459,147.313,1421.262
Spain,2005,1770.33,120.397,1491.832
Spain,2006,1783.067,149.151,1469.746
Spain,2007,1828.408,170.551,1508.342
Spain,2008,1774.594,185.94,1429.632
Spain,2009,1652.099,223.446,1287.26
Spain,2010,1692.348,291.966,1236.278
Spain,2011,1661.356,266.044,1242.487
Spain,2012,1647.511,273.339,1212.435
Spain,2013,1578.531,318.475,1111.686
Spain,2014,1554.219,315.805,1089.442
Spain,2015,1573.144,279.12,1145.939
Spain,2016,1582.913,299.822,1132.507
Spain,2017,1602.043,256.454,1197.184
Spain,2018,1628.671,304.451,1182.64
Spain,2019,1583.871,282.125,1154.336
Spain,2020,1422.96,324.917,951.118
Spain,2021,1530.27,355.12,1033.12
Spain,2022,1591.031,345.996,1098.455
Spain,2023,1572.863,391.938,1039.33
Sri Lanka,2007,67.44,11.214,56.226
Sweden,1985,691.626,215.681,309.777
Sweden,1986,716.907,186.517,331.904
Sweden,1987,701.871,218.743,291.923
Sweden,1988,685.929,213.173,275.764
Sweden,1989,670.826,219.166,265.51
Sweden,1990,644.207,220.629,230.102
Sweden,1991,642.135,193.003,231.322
Sweden,1992,652.992,226.402,246.283
Sweden,1993,647.156,227.817,245.129
Sweden,1994,649.779,182.089,260.109
Sweden,1995,666.649,209.187,259.021
Sweden,1996,650.224,160.184,279.286
Sweden,1997,673.384,213.653,261.309
Sweden,1998,705.514,230.802,265.919
Sweden,1999,690.032,221.66,260.699
Sweden,2000,651.783,246.808,242.34
Sweden,2001,695.756,245.916,246.559
Sweden,2002,649.472,209.169,249.531
Sweden,2003,609.237,172.415,249.21
Sweden,2004,664.597,201.503,248.317
Sweden,2005,673.01,235.586,237.69
Sweden,2006,630.143,207.093,240.173
Sweden,2007,641.107,225.683,233.711
Sweden,2008,638.565,237.119,229.168
Sweden,2009,579.813,230.508,209.489
Sweden,2010,621.735,239.166,228.815
Sweden,2011,612.016,243.395,208.531
Sweden,2012,645.245,280.423,196.331
Sweden,2013,603.543,237.072,192.667
Sweden,2014,600.777,244.988,187.133
Sweden,2015,622.062,290.363,186.086
Sweden,2016,609.401,255.839,191.463
Sweden,2017,631.343,269.608,193.963
Sweden,2018,609.195,259.783,175.378
Sweden,2019,625.819,280.456,178.089
Sweden,2020,600.279,313.32,162.972
Sweden,2021,633.68,323.938,176.748
Sweden,2022,621.694,332.569,159.17
Sweden,2023,597.502,321.995,154.777
Switzerland,1968,219.987,87.277,132.71
Switzerland,1969,227.568,83.521,142.53
Switzerland,1970,249.066,86.263,157.791
Switzerland,1971,254.864,85.882,165.035
Switzerland,1972,251.061,71.66,168.506
Switzerland,1973,277.651,78.616,181.13
Switzerland,1974,265.428,82.353,163.022
Switzerland,1975,275.54,95.321,158.197
Switzerland,1976,263.137,76.436,164.174
Switzerland,1977,292.394,103.169,166.201
Switzerland,1978,287.99,93.637,170.532
Switzerland,1979,286.99,88.693,164.8
Switzerland,1980,307.227,99.457,167.062
Switzerland,1981,306.94,105.256,158.184
Switzerland,1982,300.742,107.612,150.19
Switzerland,1983,312.755,104.945,163.233
Switzerland,1984,303.026,89.574,161.129
Switzerland,1985,323.777,95.943,164.27
Switzerland,1986,339.863,98.763,177.472
Switzerland,1987,337.861,104.164,168.879
Switzerland,1988,340.438,107.483,168.731
Switzerland,1989,318.163,89.733,164.084
Switzerland,1990,331.625,89.513,175.511
Switzerland,1991,340.572,96.258,179.636
Switzerland,1992,346.055,98.261,181.721
Switzerland,1993,345.474,107.384,172.293
Switzerland,1994,362.976,117.308,177.018
Switzerland,1995,343.995,105.852,167.994
Switzerland,1996,332.291,86.991,174.455
Switzerland,1997,355.316,102.802,180.916
Switzerland,1998,357.326,101.218,183.323
Switzerland,1999,373.426,120.733,182.433
Switzerland,2000,364.336,111.628,178.189
Switzerland,2001,389.127,124.244,189.826
Switzerland,2002,362.244,105.621,180.875
Switzerland,2003,358.359,103.864,178.532
Switzerland,2004,357.158,100.457,182.675
Switzerland,2005,340.782,92.815,184.278
Switzerland,2006,350.093,91.923,182.741
Switzerland,2007,354.893,103.694,175.956
Switzerland,2008,362.542,105.484,182.884
Switzerland,2009,355.006,104.007,177.319
Switzerland,2010,359.477,104.635,184.178
Switzerland,2011,334.923,94.559,169.141
Switzerland,2012,354.064,111.923,174.715
Switzerland,2013,359.146,111.696,178.981
Switzerland,2014,344.44,111.193,161.086
Switzerland,2015,336.322,112.039,164.18
Switzerland,2016,316.245,102.998,158.53
Switzerland,2017,316.995,102.916,161.663
Switzerland,2018,321.458,104.715,154.76
Switzerland,2019,335.947,113.353,158.65
Switzerland,2020,308.591,113.951,136.702
Switzerland,2021,298.082,111.697,139.857
Switzerland,2022,290.11,95.769,136.517
Switzerland,2023,314.644,120.589,135.891
Taiwan,1965,70.358,7.647,62.711
Taiwan,1966,75.376,7.869,67.508
Taiwan,1967,82.268,7.789,74.479
Taiwan,1968,94.508,11.426,83.082
Taiwan,1969,98.923,9.025,89.898
Taiwan,1970,107.678,8.472,99.206
Taiwan,1971,135.221,9.14,126.081
Taiwan,1972,144.47,10.752,133.719
Taiwan,1973,168.834,10.051,158.784
Taiwan,1974,161.683,13.913,147.771
Taiwan,1975,178.12,15.557,162.564
Taiwan,1976,216.885,12.662,204.223
Taiwan,1977,238.004,11.896,225.827
Taiwan,1978,281.166,14.684,258.906
Taiwan,1979,298.47,13.505,267.007
Taiwan,1980,314.67,8.652,282.753
Taiwan,1981,294.67,14.167,250.233
Taiwan,1982,329.014,14.162,277.726
Taiwan,1983,363.937,14.762,295.536
Taiwan,1984,379.65,12.977,296.902
Taiwan,1985,397.343,17.754,298.077
Taiwan,1986,432.425,18.139,337.841
Taiwan,1987,468.093,16.298,357.793
Taiwan,1988,517.021,13.829,416.218
Taiwan,1989,548.298,15.004,453.06
Taiwan,1990,584.232,19.544,471.43
Taiwan,1991,617.289,12.171,504.982
Taiwan,1992,655.841,20.22,539.586
Taiwan,1993,693.913,12.892,583.54
Taiwan,1994,736.462,15.787,621.729
Taiwan,1995,782.521,15.535,666.776
Taiwan,1996,814.729,15.525,691.981
Taiwan,1997,862.253,17.189,742.149
Taiwan,1998,912.751,20.277,787.866
Taiwan,1999,955.304,17.358,830.1
Taiwan,2000,1021.106,16.832,895.022
Taiwan,2001,1053.746,19.205,934.501
Taiwan,2002,1095.924,13.264,971.877
Taiwan,2003,1145.434,14.529,1022.671
Taiwan,2004,1193.288,15.226,1068.863
Taiwan,2005,1208.752,17.835,1081.084
Taiwan,2006,1241.097,18.344,1113.889
Taiwan,2007,1292.834,20.69,1162.146
Taiwan,2008,1244.95,19.75,1115.109
Taiwan,2009,1208.296,18.576,1078.315
Taiwan,2010,1294.536,20.805,1162.855
Taiwan,2011,1290.155,21.699,1156.966
Taiwan,2012,1279.383,26.461,1146.566
Taiwan,2013,1304.699,26.906,1168.894
Taiwan,2014,1333.879,23.616,1200.067
Taiwan,2015,1332.942,24.625,1214.069
Taiwan,2016,1339.75,30.515,1227.9
Taiwan,2017,1340.755,29.49,1253.944
Taiwan,2018,1356.779,29.819,1256.69
Taiwan,2019,1330.691,36.536,1212.394
Taiwan,2020,1291.713,36.304,1176.175
Taiwan,2021,1372.941,42.291,1260.876
Taiwan,2022,1318.859,58.694,1200.735
Taiwan,2023,1258.005,66.132,1147.498
Thailand,1981,146.198,8.794,137.404
Thailand,1982,149.822,11.343,138.479
Thailand,1983,164.249,10.823,153.426
Thailand,1984,182.116,12.067,170.049
Thailand,1985,190.292,10.914,179.378
Thailand,1986,202.471,16.357,186.114
Thailand,1987,231.109,12.01,219.099
Thailand,1988,260.108,11.091,249.017
Thailand,1989,300.998,16.368,284.629
Thailand,1990,353.898,14.569,339.329
Thailand,1991,390.453,13.417,377.036
Thailand,1992,427.205,12.364,414.84
Thailand,1993,484.76,10.776,473.985
Thailand,1994,544.837,13.183,531.654
Thailand,1995,615.065,19.951,595.115
Thailand,1996,695.961,21.995,673.966
Thailand,1997,732.639,21.814,710.825
Thailand,1998,675.039,16.035,659.004
Thailand,1999,715.286,11.51,703.776
Thailand,2000,741.691,19.102,722.589
Thailand,2001,782.208,20.121,762.088
Thailand,2002,847.941,23.904,824.037
Thailand,2003,911.69,24.836,886.855
Thailand,2004,989.731,22.927,966.805
Thailand,2005,1021.117,22.615,998.502
Thailand,2006,1042.998,29.878,1013.12
Thailand,2007,1078.653,32.008,1046.645
Thailand,2008,1078.545,32.175,1046.369
Thailand,2009,1108.913,34.329,1074.584
Thailand,2010,1179.445,33.56,1145.885
Thailand,2011,1212.482,43.29,1169.192
Thailand,2012,1292.871,50.608,1242.263
Thailand,2013,1312.864,51.391,1261.473
Thailand,2014,1357.17,59.15,1298.019
Thailand,2015,1377.446,59.346,1318.1
Thailand,2016,1405.572,66.621,1338.951
Thailand,2017,1432.683,78.354,1354.329
Thailand,2018,1478.376,97.083,1381.293
Thailand,2019,1479.745,105.899,1373.846
Thailand,2020,1375.758,98.797,1276.961
Thailand,2021,1386.81,100.256,1286.554
Thailand,2022,1387.893,103.485,1284.408
Thailand,2023,1390.812,109.078,1281.734
Trinidad and Tobago,2010,233.521,0.012,233.509
Trinidad and Tobago,2011,230.54,0.012,230.527
Trinidad and Tobago,2012,225.92,0.017,225.903
Trinidad and Tobago,2013,228.579,0.017,228.562
Trinidad and Tobago,2014,228.834,0.017,228.818
Trinidad and Tobago,2015,221.636,0.017,221.619
Trinidad and Tobago,2016,195.773,0.017,195.756
Trinidad and Tobago,2017,207.067,0.017,207.05
Trinidad and Tobago,2018,194.039,0.017,194.022
Trinidad and Tobago,2019,195.203,0.016,195.187
Trinidad and Tobago,2020,169.343,0.016,169.327
Trinidad and Tobago,2021,173.124,0.016,173.108
Trinidad and Tobago,2022,173.056,0.016,173.04
Trinidad and Tobago,2023,163.85,0.016,163.833
Turkey,1982,328.681,41.891,286.79
Turkey,1983,339.712,33.54,306.172
Turkey,1984,357.704,39.764,317.94
Turkey,1985,386.093,35.634,350.459
Turkey,1986,420.703,35.231,385.472
Turkey,1987,479.594,55.217,424.377
Turkey,1988,527.385,85.798,441.587
Turkey,1989,517.613,53.225,464.388
Turkey,1990,561.306,68.674,492.631
Turkey,1991,573.129,67.428,505.701
Turkey,1992,602.786,78.909,523.877
Turkey,1993,655.228,100.793,554.436
Turkey,1994,634.501,90.829,543.672
Turkey,1995,710.107,106.048,604.059
Turkey,1996,774.638,120.482,654.156
Turkey,1997,810.281,118.909,691.372
Turkey,1998,830.685,125.897,704.788
Turkey,1999,808.918,103.256,705.663
Turkey,2000,863.54,92.15,771.39
Turkey,2001,784.469,71.559,712.91
Turkey,2002,859.186,99.166,760.021
Turkey,2003,909.418,103.137,806.281
Turkey,2004,973.841,133.464,840.378
Turkey,2005,996.115,113.815,882.3
Turkey,2006,1105.051,126.921,978.131
Turkey,2007,1173.72,103.246,1070.473
Turkey,2008,1176.681,96.938,1079.743
Turkey,2009,1192.738,106.646,1086.093
Turkey,2010,1253.167,154.778,1098.388
Turkey,2011,1337.026,160.539,1176.488
Turkey,2012,1421.041,179.84,1241.201
Turkey,2013,1412.188,193.28,1218.907
Turkey,2014,1454.355,144.442,1309.913
Turkey,2015,1589.021,226.741,1362.281
Turkey,2016,1669.239,243.102,1426.137
Turkey,2017,1787.342,233.97,1553.371
Turkey,2018,1787.873,260.945,1526.927
Turkey,2019,1849.167,351.496,1497.671
Turkey,2020,1821.776,339.733,1482.043
Turkey,2021,1951.151,314.121,1637.03
Turkey,2022,1972.118,364.5,1607.618
Turkey,2023,1945.299,363.793,1581.505
Turkmenistan,1985,143.104,0.009,143.095
Turkmenistan,1986,178.107,0.009,178.099
Turkmenistan,1987,177.183,0.009,177.174
Turkmenistan,1988,178.383,0.009,178.374
Turkmenistan,1989,183.29,0.009,183.282
Turkmenistan,1990,161.008,0.009,160.999
Turkmenistan,1991,146.229,0.009,146.22
Turkmenistan,1992,137.78,0.012,137.768
Turkmenistan,1993,127.521,0.015,127.507
Turkmenistan,1994,135.595,0.012,135.583
Turkmenistan,1995,104.27,0.012,104.258
Turkmenistan,1996,157.83,0.015,157.815
USSR,1965,6916.875,240.799,6670.796
USSR,1966,7356.216,271.52,7078.841
USSR,1967,7730.988,261.903,7462.688
USSR,1968,8020.227,307.645,7703.69
USSR,1969,8391.309,340.589,8040.412
USSR,1970,8809.916,367.781,8429.683
USSR,1971,9242.354,372.873,8854.193
USSR,1972,9712.479,363.411,9321.167
USSR,1973,10210.021,361.773,9807.643
USSR,1974,10774.621,390.411,10323.314
USSR,1975,11306.364,372.542,10852.624
USSR,1976,11747.266,401.367,11237.641
USSR,1977,12274.353,434.719,11694.834
USSR,1978,12805.889,501.804,12155.222
USSR,1979,13156.517,508.67,12478.68
USSR,1980,13451.627,543.903,12697.965
USSR,1981,13738.253,552.2,12938.938
USSR,1982,14080.254,516.518,13279.264
USSR,1983,14377.112,533.328,13527.699
USSR,1984,14920.483,600.233,13912.219
Ukraine,1985,2780.66,31.677,2597.724
Ukraine,1986,2792.947,31.507,2640.252
Ukraine,1987,2852.486,28.371,2681.032
Ukraine,1988,2855.35,35.284,2615.763
Ukraine,1989,2732.057,29.952,2513.364
Ukraine,1990,3194.697,31.09,2947.448
Ukraine,1991,2994.568,34.626,2746.756
Ukraine,1992,2530.553,23.31,2297.976
Ukraine,1993,2218.278,32.642,1972.133
Ukraine,1994,1895.852,35.833,1664.662
Ukraine,1995,1849.755,29.431,1620.214
Ukraine,1996,1724.072,25.525,1472.747
Ukraine,1997,1662.889,29.144,1408.353
Ukraine,1998,1604.654,46.549,1344.613
Ukraine,1999,1580.584,42.365,1333.733
Ukraine,2000,1585.457,33.355,1332.646
Ukraine,2001,1562.9,35.394,1312.779
Ukraine,2002,1553.238,28.164,1306.632
Ukraine,2003,1591.928,26.881,1338.498
Ukraine,2004,1585.872,33.963,1311.274
Ukraine,2005,1605.493,35.509,1326.107
Ukraine,2006,1624.431,36.765,1341.312
Ukraine,2007,1617.882,29.705,1337.076
Ukraine,2008,1562.053,33.319,1286.476
Ukraine,2009,1330.558,33.898,1074.434
Ukraine,2010,1426.915,37.243,1152.221
Ukraine,2011,1474.744,30.948,1204.893
Ukraine,2012,1442.989,30.864,1174.961
Ukraine,2013,1369.568,41.732,1110.22
Ukraine,2014,1208.371,28.084,950.507
Ukraine,2015,1003.408,19.593,757.371
Ukraine,2016,1049.995,25.282,816.763
Ukraine,2017,975.331,29.541,727.248
Ukraine,2018,1011.989,35.039,762.677
Ukraine,2019,957.663,32.501,715.21
Ukraine,2020,918.452,45.525,680.882
Ukraine,2021,934.717,57.671,660.588
Ukraine,2022,646.065,49.561,441.222
Ukraine,2023,616.639,54.192,431.807
United Kingdom,1965,2316.225,13.638,2259.641
United Kingdom,1966,2327.5,13.413,2256.721
United Kingdom,1967,2328.214,14.445,2247.72
United Kingdom,1968,2411.424,11.006,2326.104
